deal_id,crm_account_key,account_name,record_type,correction_reason,close_date,contract_start_date,industry,employee_band,region,plan,sales_rep,acquisition_channel,gross_contract_value_eur,contract_value_eur,discount_pct,closed_mrr_eur,sales_fit_score,beta_feature_promised,beta_feature_category
DEAL-000281-01,acc-000281,PossiblePage Account 0281,Correction,SalesOps value correction,2025-01-27,2025-01-20,Hospitality,201-1000,Netherlands,Growth,Giulia Neri,Outbound,22200.14,23952.63,-0.0375,1996.05,45.7,FALSE,
DEAL-000282-00,ACC-000282,PossiblePage Account 0282,Original,,2025-12-28,2026-01-10,Software,201-1000,Nordics,Starter,Pietro Mancini,Outbound,7109.33,6479.45,0.0886,539.95,59.9,FALSE,
DEAL-000283-00,ACC 000283,PossiblePage Account 0283,Original,,2025-08-23,2025-08-28,Healthcare,11-50,United Kingdom,Growth,Giulia Neri,Inbound Demo,24932.74,22892.22,0.0818,1907.69,60.3,FALSE,
DEAL-000284-00,ACC-000284,PossiblePage Account 0284,Original,,2025-10-27,2025-11-17,Financial Services,51-200,France,Starter,Marco Riva,Webinar,2529.56,2112.6,0.1648,176.05,36.6,FALSE,
DEAL-000285-00,ACC-000285,PossiblePage Account 0285,Original,,2025-05-07,2025-06-06,Healthcare,201-1000,Nordics,Growth,Elena Costa,Outbound,9359.21,7352.86,0.2144,612.74,29.6,TRUE,AI page builder
DEAL-000286-00,ACC-000286,PossiblePage Account 0286,Original,,2025-02-16,2025-03-12,Software,1-10,Italy,Growth,Giulia Neri,Outbound,20037.31,17182.34,0.1425,1431.86,62.1,TRUE,CRM sync
DEAL-000287-00,ACC-000287,PossiblePage Account 0287,Original,,2025-08-25,2025-09-05,Software,51-200,Spain,Starter,Arianna Galli,Inbound Demo,7007.23,6415.93,0.0844,534.66,64.8,FALSE,
DEAL-000288-00,acc-000288,PossiblePage Account 0288,Original,,2025-08-20,2025-09-11,Retail,51-200,Italy,Growth,Luca Serra,Inbound Demo,11204.21,10178.03,0.0916,848.17,65.4,FALSE,
DEAL-000289-00, ACC-000289 ,PossiblePage Account 0289,Original,,2025-07-29,2025-08-02,Retail,1-10,Italy,Starter,Riccardo Leone,Paid Search,4354.53,3667.88,0.1577,305.66,46.5,FALSE,
DEAL-000289-01,ACC-000289,PossiblePage Account 0289,Correction,SalesOps value correction,2025-08-07,2025-08-02,Retail,1-10,Italy,Starter,Riccardo Leone,Paid Search,4561.91,3678.62,0.1372,306.55,46.5,FALSE,
DEAL-000290-00,ACC-000290,PossiblePage Account 0290,Original,,2025-04-22,2025-04-23,Professional Services,1-10,Italy,Growth,Sara Villa,Inbound Demo,22969.89,21613.29,0.0591,1801.11,77.0,FALSE,
DEAL-000291-00,ACC-000291,PossiblePage Account 0291,Original,,2025-10-02,2025-10-20,Hospitality,1-10,France,Starter,Elena Costa,Paid Search,7521.06,7034.78,0.0647,586.23,41.7,FALSE,
DEAL-000292-00,ACC-000292,PossiblePage Account 0292,Original,,2025-09-09,2025-09-18,Software,11-50,Nordics,Growth,Giulia Neri,Outbound,11789.2,9365.75,0.2056,780.48,39.4,FALSE,
DEAL-000293-00, ACC-000293 ,PossiblePage Account 0293,Original,,2025-05-20,2025-06-11,Healthcare,201-1000,France,Growth,Giulia Neri,Inbound Demo,19109.39,15589.6,0.1842,1299.13,36.2,FALSE,
DEAL-000294-00, ACC-000294 ,PossiblePage Account 0294,Original,,2025-03-09,2025-03-22,Hospitality,1-10,Italy,Starter,Luca Serra,Paid Search,2802.02,2692.39,0.0391,224.37,86.3,FALSE,
DEAL-000295-00,ACC 000295,PossiblePage Account 0295,Original,,2025-03-15,2025-03-31,Professional Services,1-10,France,Enterprise,Sara Villa,Inbound Demo,132123.26,112719.51,0.1469,9393.29,61.6,TRUE,Dynamic forms
DEAL-000296-00,ACC 000296,PossiblePage Account 0296,Original,,2025-01-14,2025-01-23,Software,11-50,Italy,Scale,Riccardo Leone,Inbound Demo,60234.44,58028.49,0.0366,4835.71,72.4,FALSE,
DEAL-000297-00,ACC-000297,PossiblePage Account 0297,Original,,2025-06-11,2025-06-18,Education,11-50,France,Growth,Marta Fabbri,Paid Search,16122.96,14970.7,0.0715,1247.56,68.6,TRUE,Dynamic forms
DEAL-000298-00,ACC 000298,PossiblePage Account 0298,Original,,2025-12-03,2025-12-15,Hospitality,51-200,France,Growth,Marco Riva,Referral,21152.14,20850.26,0.0143,1737.52,90.1,FALSE,
DEAL-000299-00,ACC-000299,PossiblePage Account 0299,Original,,2025-10-11,2025-10-11,Manufacturing,201-1000,Italy,Scale,Elena Costa,Paid Search,29941.92,28948.94,0.0332,2412.41,81.3,FALSE,
DEAL-000300-00,ACC-000300,PossiblePage Account 0300,Original,,2025-04-11,2025-05-09,Hospitality,51-200,Nordics,Scale,Giulia Neri,Outbound,58367.38,45538.0,0.2198,3794.83,43.6,TRUE,Beta checkout
DEAL-000301-00,ACC-000301,PossiblePage Account 0301,Original,,2025-10-17,2025-10-27,Healthcare,51-200,Italy,Starter,Marco Riva,Paid Search,8709.59,7868.04,0.0966,655.67,66.2,FALSE,
DEAL-000302-00,ACC-000302,PossiblePage Account 0302,Original,,2025-05-23,2025-05-30,Healthcare,11-50,Germany,Growth,Marta Fabbri,Outbound,20819.58,19446.28,0.066,1620.52,83.7,FALSE,
DEAL-000303-00,ACC 000303,PossiblePage Account 0303,Original,,2025-12-28,2026-01-08,Financial Services,51-200,United Kingdom,Scale,Nina Poli,Webinar,58242.36,49897.54,0.1433,4158.13,50.4,FALSE,
DEAL-000304-00, ACC-000304 ,PossiblePage Account 0304,Original,,2025-12-25,2026-01-03,Professional Services,11-50,France,Growth,Sara Villa,Inbound Demo,12978.49,11465.85,0.1165,955.49,70.5,FALSE,
DEAL-000305-00,acc-000305,PossiblePage Account 0305,Original,,2025-12-11,2026-01-04,Hospitality,1000+,Italy,Growth,Elena Costa,Inbound Demo,25116.49,23470.36,0.0655,1955.86,63.0,TRUE,Advanced integrations
DEAL-000306-00,ACC-000306,PossiblePage Account 0306,Original,,2025-07-11,2025-07-24,Hospitality,11-50,Spain,Scale,Pietro Mancini,Inbound Demo,50584.31,41738.14,0.1749,3478.18,53.2,FALSE,
DEAL-000307-00,ACC-000307,PossiblePage Account 0307,Original,,2025-06-29,2025-07-01,Professional Services,11-50,Italy,Growth,Giulia Neri,Inbound Demo,25518.33,22012.21,0.1374,1834.35,30.7,FALSE,
DEAL-000308-00,ACC 000308,PossiblePage Account 0308,Original,,2025-09-04,2025-09-14,Hospitality,1-10,Germany,Starter,Giulia Neri,Outbound,5400.33,4673.09,0.1347,389.42,61.6,TRUE,CRM sync
DEAL-000309-00,ACC-000309,PossiblePage Account 0309,Original,,2025-04-11,2025-04-22,Healthcare,201-1000,Nordics,Scale,Pietro Mancini,Paid Search,36129.81,32089.03,0.1118,2674.09,58.2,FALSE,
DEAL-000310-00,ACC-000310,PossiblePage Account 0310,Original,,2025-05-01,2025-05-16,Manufacturing,51-200,France,Growth,Marco Riva,Outbound,9712.68,8867.9,0.087,738.99,83.6,FALSE,
DEAL-000311-00,ACC-000311,PossiblePage Account 0311,Original,,2025-02-25,2025-03-25,Financial Services,1-10,France,Scale,Nina Poli,Inbound Demo,52896.07,52208.1,0.013,4350.68,60.1,FALSE,
DEAL-000312-00, ACC-000312 ,PossiblePage Account 0312,Original,,2025-12-07,2025-12-24,Professional Services,11-50,Italy,Growth,Marco Riva,Outbound,19593.5,17019.54,0.1314,1418.3,98.0,TRUE,Dynamic forms
DEAL-000313-00,ACC-000313,PossiblePage Account 0313,Original,,2025-01-20,2025-02-07,Hospitality,1-10,Italy,Scale,Giulia Neri,Inbound Demo,32925.41,29904.19,0.0918,2492.02,58.7,FALSE,
DEAL-000314-00,acc-000314,PossiblePage Account 0314,Original,,2025-03-18,2025-03-30,Financial Services,1-10,Netherlands,Scale,Giulia Neri,Referral,40260.37,36910.6,0.0832,3075.88,60.4,FALSE,
DEAL-000315-00,ACC-000315,PossiblePage Account 0315,Original,,2025-04-11,2025-04-16,Healthcare,11-50,Nordics,Growth,Elena Costa,Partner,17451.93,16543.82,0.052,1378.65,86.8,FALSE,
DEAL-000316-00, ACC-000316 ,PossiblePage Account 0316,Original,,2025-10-31,2025-11-11,Software,1-10,Nordics,Scale,Marta Fabbri,Outbound,62945.33,53007.52,0.1579,4417.29,38.5,TRUE,Dynamic forms
DEAL-000317-00,ACC-000317,PossiblePage Account 0317,Original,,2025-02-09,2025-03-08,Professional Services,11-50,Italy,Growth,Pietro Mancini,Outbound,25516.63,22371.66,0.1233,1864.31,74.2,FALSE,
DEAL-000318-00,ACC-000318,PossiblePage Account 0318,Original,,2025-09-11,2025-09-23,Education,11-50,Italy,Starter,Nina Poli,Outbound,4776.85,4119.4,0.1376,343.28,53.9,FALSE,
DEAL-000319-00,ACC 000319,PossiblePage Account 0319,Original,,2025-03-19,2025-04-08,Financial Services,51-200,Spain,Starter,Pietro Mancini,Outbound,4177.59,3913.51,0.0632,326.13,60.8,FALSE,
DEAL-000320-00,ACC-000320,PossiblePage Account 0320,Original,,2025-05-06,2025-05-28,Software,51-200,Germany,Growth,Riccardo Leone,Inbound Demo,19263.08,19263.08,0,1605.26,87.3,FALSE,
DEAL-000321-00,ACC-000321,PossiblePage Account 0321,Original,,2025-10-04,2025-10-09,Manufacturing,201-1000,Spain,Enterprise,Sara Villa,Inbound Demo,165971.4,152838.89,0.0791,12736.57,86.4,FALSE,
DEAL-000322-00, ACC-000322 ,PossiblePage Account 0322,Original,,2025-10-04,2025-10-09,Professional Services,51-200,France,Growth,Sara Villa,Paid Search,11605.47,10215.66,0.1198,851.3,88.1,FALSE,
DEAL-000323-00,ACC-000323,PossiblePage Account 0323,Original,,2025-08-25,2025-08-30,Real Estate,11-50,Netherlands,Enterprise,Riccardo Leone,Webinar,142471.02,134819.35,0.0537,11234.95,58.2,FALSE,
DEAL-000324-00,ACC-000324,PossiblePage Account 0324,Original,,2025-01-24,2025-02-01,Software,11-50,Germany,Starter,Giulia Neri,Partner,3106.11,2911.8,0.0626,242.65,68.1,FALSE,
DEAL-000325-00,ACC-000325,PossiblePage Account 0325,Original,,2025-12-13,2025-12-19,Professional Services,51-200,Italy,Starter,Marta Fabbri,Inbound Demo,5055.46,4303.51,0.1487,358.63,66.1,TRUE,Advanced integrations
DEAL-000326-00,ACC-000326,PossiblePage Account 0326,Original,,2025-06-18,2025-06-18,Professional Services,11-50,Italy,Starter,Sara Villa,Outbound,8983.5,7664.94,0.1468,638.75,65.3,TRUE,Advanced integrations
DEAL-000327-00,ACC 000327,PossiblePage Account 0327,Original,,2025-09-15,2025-09-23,Real Estate,51-200,Netherlands,Growth,Nina Poli,Outbound,18148.38,16533.64,0.089,1377.8,91.1,FALSE,
DEAL-000328-00,ACC-000328,PossiblePage Account 0328,Original,,2025-11-01,2025-11-26,Manufacturing,11-50,France,Starter,Giulia Neri,Outbound,6798.47,6197.52,0.0884,516.46,65.2,FALSE,
DEAL-000329-00,ACC 000329,PossiblePage Account 0329,Original,,2025-10-02,2025-10-09,Professional Services,51-200,Spain,Growth,Elena Costa,Partner,21072.3,17657.84,0.162,1471.49,69.5,FALSE,
DEAL-000330-00,ACC-000330,PossiblePage Account 0330,Original,,2025-10-12,2025-10-23,Software,201-1000,Italy,Starter,Pietro Mancini,Outbound,2600.34,2268.85,0.1275,189.07,58.2,FALSE,
DEAL-000331-00,acc-000331,PossiblePage Account 0331,Original,,2025-04-03,2025-04-12,Manufacturing,1-10,Italy,Scale,Luca Serra,Paid Search,33200.68,31006.91,0.0661,2583.91,75.2,FALSE,
DEAL-000332-00,ACC-000332,PossiblePage Account 0332,Original,,2025-07-20,2025-08-08,Software,1000+,Italy,Scale,Luca Serra,Outbound,27094.61,23698.68,0.1253,1974.89,91.6,FALSE,
DEAL-000333-00,ACC-000333,PossiblePage Account 0333,Original,,2025-03-25,2025-04-18,Software,51-200,Italy,Starter,Sara Villa,Outbound,7005.96,5624.34,0.1972,468.69,70.8,TRUE,Advanced integrations
DEAL-000334-00,ACC-000334,PossiblePage Account 0334,Original,,2025-01-13,2025-01-15,Manufacturing,51-200,Netherlands,Enterprise,Nina Poli,Partner,142337.34,121800.05,0.1443,10150.0,30.3,TRUE,Advanced integrations
DEAL-000335-00,ACC-000335,PossiblePage Account 0335,Original,,2025-01-27,2025-02-01,Healthcare,11-50,France,Enterprise,Elena Costa,Webinar,173112.91,170723.64,0.0138,14226.97,55.6,FALSE,
DEAL-000336-00,ACC-000336,PossiblePage Account 0336,Original,,2025-06-18,2025-07-17,Financial Services,11-50,Italy,Growth,Pietro Mancini,Paid Search,22121.79,19329.65,0.1262,1610.8,58.3,FALSE,
DEAL-000337-00,ACC-000337,PossiblePage Account 0337,Original,,2025-07-10,2025-08-06,Professional Services,11-50,Spain,Growth,Marta Fabbri,Outbound,14677.77,11724.75,0.2012,977.06,47.4,TRUE,Advanced integrations
DEAL-000337-01,acc-000337,PossiblePage Account 0337,Correction,SalesOps value correction,2025-07-12,2025-08-06,Professional Services,11-50,Spain,Growth,Marta Fabbri,Outbound,14560.11,12133.91,0.0651,1011.16,47.4,TRUE,Advanced integrations
DEAL-000338-00,acc-000338,PossiblePage Account 0338,Original,,2025-03-24,2025-04-19,Software,11-50,United Kingdom,Starter,Giulia Neri,Inbound Demo,6224.31,5640.14,0.0939,470.01,81.2,FALSE,
DEAL-000339-00,ACC-000339,PossiblePage Account 0339,Original,,2025-11-13,2025-11-28,Financial Services,1000+,France,Growth,Riccardo Leone,Outbound,15359.26,12840.66,0.164,1070.06,60.0,TRUE,Beta checkout
DEAL-000340-00,ACC 000340,PossiblePage Account 0340,Original,,2025-03-06,2025-03-15,Healthcare,51-200,Germany,Starter,Arianna Galli,Webinar,3785.92,3133.05,0.1724,261.09,43.6,TRUE,CRM sync
DEAL-000341-00,ACC-000341,PossiblePage Account 0341,Original,,2025-08-29,2025-09-23,Retail,51-200,Italy,Growth,Sara Villa,Outbound,18931.45,17713.02,0.0644,1476.09,79.4,FALSE,
DEAL-000342-00, ACC-000342 ,PossiblePage Account 0342,Original,,2025-05-31,2025-06-18,Healthcare,11-50,Italy,Starter,Riccardo Leone,Outbound,5229.04,4539.53,0.1319,378.29,96.5,TRUE,AI page builder
DEAL-000343-00, ACC-000343 ,PossiblePage Account 0343,Original,,2025-06-02,2025-06-05,Education,51-200,Spain,Starter,Elena Costa,Paid Search,3637.65,3264.44,0.1026,272.04,65.6,TRUE,Advanced integrations
DEAL-000344-00, ACC-000344 ,PossiblePage Account 0344,Original,,2025-02-11,2025-02-16,Software,11-50,Nordics,Starter,Riccardo Leone,Inbound Demo,8002.67,7115.93,0.1108,592.99,94.2,FALSE,
DEAL-000345-00,acc-000345,PossiblePage Account 0345,Original,,2025-10-25,2025-11-02,Financial Services,1-10,Italy,Starter,Marta Fabbri,Inbound Demo,6917.35,5984.51,0.1349,498.71,91.6,TRUE,AI page builder
DEAL-000346-00,ACC-000346,PossiblePage Account 0346,Original,,2025-07-22,2025-07-30,Education,1000+,Spain,Starter,Marco Riva,Outbound,8837.57,7306.11,0.1733,608.84,75.8,FALSE,
DEAL-000347-00,ACC-000347,PossiblePage Account 0347,Original,,2025-02-02,2025-02-07,Professional Services,11-50,Spain,Starter,Marco Riva,Inbound Demo,3690.27,3106.17,0.1583,258.85,36.9,FALSE,
DEAL-000348-00,acc-000348,PossiblePage Account 0348,Original,,2025-07-09,2025-07-10,Financial Services,11-50,Germany,Scale,Elena Costa,Inbound Demo,29169.63,27262.97,0.0654,2271.91,72.4,FALSE,
DEAL-000349-00,ACC 000349,PossiblePage Account 0349,Original,,2025-04-20,2025-05-20,Education,1-10,Netherlands,Growth,Pietro Mancini,Paid Search,19891.2,18138.62,0.0881,1511.55,71.4,FALSE,
DEAL-000350-00,ACC-000350,PossiblePage Account 0350,Original,,2025-07-04,2025-07-23,Healthcare,1000+,France,Starter,Pietro Mancini,Outbound,7916.86,6985.12,0.1177,582.09,96.8,FALSE,
DEAL-000351-00,ACC-000351,PossiblePage Account 0351,Original,,2025-05-05,2025-05-31,Software,11-50,Italy,Starter,Pietro Mancini,Outbound,4044.69,3333.84,0.1757,277.82,25.3,TRUE,AI page builder
DEAL-000352-00,ACC 000352,PossiblePage Account 0352,Original,,2025-09-26,2025-10-20,Financial Services,11-50,Netherlands,Scale,Luca Serra,Outbound,28924.36,26813.54,0.073,2234.46,85.7,FALSE,
DEAL-000353-00, ACC-000353 ,PossiblePage Account 0353,Original,,2025-05-16,2025-05-20,Professional Services,51-200,Italy,Growth,Marco Riva,Inbound Demo,22662.45,22360.15,0.0133,1863.35,70.7,FALSE,
DEAL-000354-00,ACC 000354,PossiblePage Account 0354,Original,,2025-10-01,2025-10-06,Financial Services,201-1000,United Kingdom,Growth,Nina Poli,Partner,9255.21,7552.78,0.1839,629.4,46.7,TRUE,Advanced integrations
DEAL-000355-00,acc-000355,PossiblePage Account 0355,Original,,2025-06-30,2025-07-10,Nonprofit,1000+,France,Scale,Marta Fabbri,Webinar,62791.85,53865.46,0.1422,4488.79,51.9,TRUE,Beta checkout
DEAL-000356-00,ACC 000356,PossiblePage Account 0356,Original,,2025-11-21,2025-12-10,Healthcare,11-50,Italy,Scale,Elena Costa,Paid Search,59547.08,57587.43,0.0329,4798.95,56.8,FALSE,
DEAL-000357-00, ACC-000357 ,PossiblePage Account 0357,Original,,2025-10-07,2025-10-12,Nonprofit,11-50,Italy,Growth,Marta Fabbri,Referral,21035.98,19094.24,0.0923,1591.19,49.5,FALSE,
DEAL-000358-00,ACC 000358,PossiblePage Account 0358,Original,,2025-01-28,2025-02-17,Real Estate,11-50,Italy,Enterprise,Marta Fabbri,Paid Search,174634.89,164919.45,0.0556,13743.29,68.7,FALSE,
DEAL-000359-00, ACC-000359 ,PossiblePage Account 0359,Original,,2025-09-29,2025-10-26,Nonprofit,1000+,Germany,Starter,Giulia Neri,Inbound Demo,3539.64,3091.36,0.1266,257.61,78.5,TRUE,Beta checkout
DEAL-000360-00,acc-000360,PossiblePage Account 0360,Original,,2025-07-16,2025-07-24,Software,201-1000,Italy,Starter,Giulia Neri,Outbound,4671.79,3832.91,0.1796,319.41,58.6,TRUE,CRM sync
DEAL-000361-00,acc-000361,PossiblePage Account 0361,Original,,2025-07-01,2025-07-21,Hospitality,1-10,Netherlands,Growth,Luca Serra,Partner,10507.9,9777.34,0.0695,814.78,56.5,FALSE,
DEAL-000362-00,acc-000362,PossiblePage Account 0362,Original,,2025-08-21,2025-08-31,Education,11-50,Nordics,Starter,Arianna Galli,Inbound Demo,6541.31,6230.27,0.0476,519.19,65.5,TRUE,Beta checkout
DEAL-000363-00,ACC 000363,PossiblePage Account 0363,Original,,2025-09-02,2025-09-29,Hospitality,51-200,Italy,Scale,Arianna Galli,Webinar,44485.41,38649.85,0.1312,3220.82,95.8,FALSE,
DEAL-000364-00, ACC-000364 ,PossiblePage Account 0364,Original,,2025-03-14,2025-03-23,Retail,11-50,United Kingdom,Scale,Nina Poli,Paid Search,45045.74,40570.87,0.0993,3380.91,88.7,FALSE,
DEAL-000365-00, ACC-000365 ,PossiblePage Account 0365,Original,,2025-04-29,2025-05-26,Hospitality,1000+,Italy,Scale,Sara Villa,Inbound Demo,45754.07,43777.85,0.0432,3648.15,59.1,FALSE,
DEAL-000366-00,ACC-000366,PossiblePage Account 0366,Original,,2025-02-13,2025-02-20,Retail,11-50,Netherlands,Growth,Marco Riva,Referral,13821.4,13562.77,0.0187,1130.23,90.2,TRUE,AI page builder
DEAL-000367-00,ACC-000367,PossiblePage Account 0367,Original,,2025-12-20,2025-12-22,Manufacturing,11-50,Italy,Growth,Nina Poli,Referral,10851.93,9225.19,0.1499,768.77,65.5,TRUE,CRM sync
DEAL-000368-00,ACC 000368,PossiblePage Account 0368,Original,,2025-02-23,2025-03-02,Retail,1-10,Italy,Growth,Marco Riva,Inbound Demo,25406.24,23176.89,0.0877,1931.41,61.8,FALSE,
DEAL-000369-00,ACC-000369,PossiblePage Account 0369,Original,,2025-11-18,2025-11-19,Real Estate,51-200,Italy,Starter,Elena Costa,Paid Search,3668.31,3239.07,0.117,269.92,83.5,FALSE,
DEAL-000370-00,ACC-000370,PossiblePage Account 0370,Original,,2025-12-08,2025-12-12,Real Estate,11-50,Netherlands,Starter,Elena Costa,Paid Search,7963.95,7074.77,0.1117,589.56,78.4,FALSE,
DEAL-000371-00,ACC-000371,PossiblePage Account 0371,Original,,2025-12-14,2025-12-14,Retail,11-50,Germany,Growth,Arianna Galli,Inbound Demo,17021.91,14907.61,0.1242,1242.3,93.8,FALSE,
DEAL-000372-00,ACC-000372,PossiblePage Account 0372,Original,,2025-02-26,2025-03-03,Software,1-10,Italy,Starter,Sara Villa,Partner,2738.03,2275.54,0.1689,189.63,43.1,FALSE,
DEAL-000373-00,ACC 000373,PossiblePage Account 0373,Original,,2025-04-06,2025-04-12,Real Estate,1-10,Italy,Enterprise,Marco Riva,Inbound Demo,113531.8,101093.11,0.1096,8424.43,47.7,FALSE,
DEAL-000374-00, ACC-000374 ,PossiblePage Account 0374,Original,,2025-10-18,2025-10-29,Financial Services,11-50,Italy,Growth,Elena Costa,Inbound Demo,13742.95,11890.19,0.1348,990.85,94.8,FALSE,
DEAL-000375-00,acc-000375,PossiblePage Account 0375,Original,,2025-10-14,2025-11-13,Manufacturing,201-1000,Nordics,Starter,Giulia Neri,Paid Search,8405.56,7926.41,0.057,660.53,44.8,FALSE,
DEAL-000376-00,acc-000376,PossiblePage Account 0376,Original,,2025-06-09,2025-06-14,Education,51-200,France,Scale,Marco Riva,Outbound,31920.36,28734.31,0.0998,2394.53,71.2,FALSE,
DEAL-000377-00,ACC 000377,PossiblePage Account 0377,Original,,2025-05-24,2025-06-13,Professional Services,1-10,Netherlands,Starter,Riccardo Leone,Webinar,8395.11,7480.14,0.109,623.35,50.8,FALSE,
DEAL-000377-01,ACC-000377,PossiblePage Account 0377,Correction,SalesOps value correction,2025-06-07,2025-06-13,Professional Services,1-10,Netherlands,Starter,Riccardo Leone,Webinar,8281.32,7261.82,0.0869,605.15,50.8,FALSE,
DEAL-000378-00,ACC-000378,PossiblePage Account 0378,Original,,2025-12-08,2025-12-15,Healthcare,51-200,Germany,Growth,Giulia Neri,Referral,15570.86,13189.77,0.1529,1099.15,27.5,FALSE,
DEAL-000379-00,ACC 000379,PossiblePage Account 0379,Original,,2025-02-12,2025-02-14,Software,201-1000,Nordics,Growth,Pietro Mancini,Paid Search,17776.5,15589.43,0.123,1299.12,97.6,FALSE,
DEAL-000380-00,ACC-000380,PossiblePage Account 0380,Original,,2025-03-01,2025-03-05,Education,201-1000,United Kingdom,Growth,Marco Riva,Inbound Demo,9263.81,8410.85,0.0921,700.9,73.6,FALSE,
DEAL-000381-00,acc-000381,PossiblePage Account 0381,Original,,2025-03-13,2025-03-27,Software,11-50,Germany,Growth,Luca Serra,Inbound Demo,25171.62,22221.28,0.1172,1851.77,73.3,FALSE,
DEAL-000382-00,acc-000382,PossiblePage Account 0382,Original,,2025-09-04,2025-09-12,Manufacturing,1-10,Italy,Starter,Marco Riva,Webinar,7498.28,6720.16,0.1038,560.01,70.0,FALSE,
DEAL-000383-00,acc-000383,PossiblePage Account 0383,Original,,2025-08-14,2025-09-05,Software,11-50,Italy,Growth,Arianna Galli,Paid Search,12217.31,9645.79,0.2105,803.82,29.2,FALSE,
DEAL-000384-00,ACC-000384,PossiblePage Account 0384,Original,,2025-12-15,2026-01-07,Nonprofit,1-10,Germany,Growth,Arianna Galli,Webinar,25196.81,23033.17,0.0859,1919.43,85.3,FALSE,
DEAL-000385-00,ACC-000385,PossiblePage Account 0385,Original,,2025-02-20,2025-03-13,Financial Services,11-50,Nordics,Starter,Giulia Neri,Inbound Demo,5246.47,4795.02,0.086,399.59,73.9,FALSE,
DEAL-000386-00, ACC-000386 ,PossiblePage Account 0386,Original,,2025-12-01,2025-12-02,Financial Services,11-50,Italy,Starter,Pietro Mancini,Outbound,2758.01,2004.81,0.2731,167.07,70.6,TRUE,Advanced integrations
DEAL-000387-00,ACC 000387,PossiblePage Account 0387,Original,,2025-12-13,2026-01-07,Retail,51-200,France,Enterprise,Arianna Galli,Partner,140243.65,137224.6,0.0215,11435.38,62.7,FALSE,
DEAL-000388-00, ACC-000388 ,PossiblePage Account 0388,Original,,2025-02-21,2025-02-21,Real Estate,1-10,Nordics,Growth,Luca Serra,Partner,12572.56,12557.78,0.0012,1046.48,83.8,FALSE,
DEAL-000389-00,ACC-000389,PossiblePage Account 0389,Original,,2025-11-10,2025-11-22,Professional Services,51-200,Italy,Starter,Luca Serra,Outbound,6056.38,5249.18,0.1333,437.43,63.3,FALSE,
DEAL-000390-00,ACC 000390,PossiblePage Account 0390,Original,,2025-08-03,2025-08-25,Professional Services,11-50,France,Starter,Luca Serra,Outbound,2573.87,2213.71,0.1399,184.48,87.4,FALSE,
DEAL-000391-00,ACC-000391,PossiblePage Account 0391,Original,,2025-01-17,2025-01-30,Professional Services,1-10,United Kingdom,Starter,Nina Poli,Inbound Demo,4050.04,3867.97,0.045,322.33,92.5,TRUE,Advanced integrations
DEAL-000391-01,ACC-000391,PossiblePage Account 0391,Correction,SalesOps value correction,2025-01-29,2025-01-30,Professional Services,1-10,United Kingdom,Starter,Nina Poli,Inbound Demo,4230.81,3722.7,0.1814,310.23,92.5,TRUE,Advanced integrations
DEAL-000392-00,ACC-000392,PossiblePage Account 0392,Original,,2025-04-10,2025-05-05,Real Estate,11-50,Italy,Growth,Pietro Mancini,Partner,10825.99,9766.96,0.0978,813.91,25.6,FALSE,
DEAL-000393-00,ACC-000393,PossiblePage Account 0393,Original,,2025-01-20,2025-02-18,Software,11-50,Nordics,Growth,Giulia Neri,Partner,20326.73,18797.41,0.0752,1566.45,74.4,FALSE,
DEAL-000394-00,acc-000394,PossiblePage Account 0394,Original,,2025-12-19,2026-01-11,Software,51-200,United Kingdom,Growth,Pietro Mancini,Referral,21546.53,18314.56,0.15,1526.21,89.9,FALSE,
DEAL-000395-00,ACC 000395,PossiblePage Account 0395,Original,,2025-05-02,2025-05-29,Education,51-200,Germany,Enterprise,Pietro Mancini,Partner,116065.7,107807.09,0.0712,8983.92,66.0,FALSE,
DEAL-000396-00,ACC-000396,PossiblePage Account 0396,Original,,2025-01-27,2025-02-06,Retail,11-50,Germany,Starter,Riccardo Leone,Referral,2701.76,2415.61,0.1059,201.3,89.7,TRUE,Advanced integrations
DEAL-000397-00,ACC 000397,PossiblePage Account 0397,Original,,2025-03-26,2025-04-03,Healthcare,1-10,Italy,Growth,Marco Riva,Outbound,18946.36,15674.91,0.1727,1306.24,74.9,TRUE,Dynamic forms
DEAL-000398-00,ACC 000398,PossiblePage Account 0398,Original,,2025-08-12,2025-09-07,Hospitality,11-50,United Kingdom,Scale,Marco Riva,Inbound Demo,59880.57,55839.68,0.0675,4653.31,44.8,FALSE,
DEAL-000399-00, ACC-000399 ,PossiblePage Account 0399,Original,,2025-02-04,2025-02-22,Retail,1-10,Italy,Starter,Luca Serra,Partner,8808.72,8176.57,0.0718,681.38,43.5,FALSE,
DEAL-000400-00,ACC-000400,PossiblePage Account 0400,Original,,2025-08-30,2025-09-11,Software,11-50,United Kingdom,Scale,Elena Costa,Outbound,35686.42,31848.72,0.1075,2654.06,82.6,TRUE,Beta checkout
DEAL-000401-00,ACC 000401,PossiblePage Account 0401,Original,,2025-11-11,2025-11-19,Healthcare,1000+,Italy,Enterprise,Nina Poli,Paid Search,106389.74,102515.91,0.0364,8542.99,81.9,FALSE,
DEAL-000402-00, ACC-000402 ,PossiblePage Account 0402,Original,,2025-06-23,2025-06-25,Education,1-10,Germany,Growth,Nina Poli,Inbound Demo,10901.51,9795.22,0.1015,816.27,81.3,FALSE,
