health_account_key,month,nps,csat,health_score,churn_flag,churn_reason,customer_success_owner
 ACC-000269 ,2025-10-01,17,2.7,48.8,FALSE,,CS Team B
acc-000269,2025-11-01,-11,3.5,52.1,FALSE,,CS Team C
ACC 000269,2025-12-01,-13,2.4,37.0,FALSE,,CS Team A
ACC 000270,2025-01-01,29,4.2,69.1,FALSE,,CS Team A
 ACC-000270 ,2025-02-01,39,3.4,70.3,FALSE,,CS Team B
ACC-000270,2025-03-01,14,3.9,64.6,FALSE,,CS Team A
ACC-000270,2025-04-01,40,4.9,75.5,FALSE,,CS Team A
ACC-000270,2025-05-01,7,3.2,65.5,FALSE,,CS Team B
 ACC-000270 ,2025-06-01,32,3.0,65.8,FALSE,,CS Team C
ACC 000270,2025-07-01,34,4.2,64.5,FALSE,,CS Team B
ACC-000270,2025-08-01,34,3.8,64.7,FALSE,,CS Team B
acc-000270,2025-09-01,42,4.0,68.7,FALSE,,CS Team B
ACC-000270,2025-10-01,25,2.8,68.9,FALSE,,CS Team C
ACC-000270,2025-11-01,22,3.5,73.8,FALSE,,CS Team A
ACC-000270,2025-12-01,23,4.7,81.9,FALSE,,CS Team A
 ACC-000271 ,2025-01-01,41,4.4,82.9,FALSE,,CS Team A
acc-000271,2025-02-01,50,4.2,75.9,FALSE,,CS Team A
 ACC-000271 ,2025-03-01,53,4.6,71.0,FALSE,,CS Team B
acc-000271,2025-04-01,46,4.3,73.9,FALSE,,CS Team A
ACC-000271,2025-05-01,180,3.8,77.4,FALSE,,Strategic CS
ACC-000271,2025-06-01,35,3.8,77.5,FALSE,,CS Team A
ACC-000271,2025-07-01,42,4.1,112,FALSE,,CS Team B
ACC-000271,2025-08-01,69,4.5,80.8,FALSE,,CS Team C
acc-000271,2025-09-01,49,3.6,80.8,FALSE,,CS Team A
ACC-000271,2025-10-01,43,4.5,78.7,FALSE,,CS Team C
ACC-000271,2025-11-01,71,5,88.4,FALSE,,CS Team A
 ACC-000271 ,2025-12-01,51,3.4,74.1,FALSE,,CS Team B
ACC-000272,2025-01-01,62,4.1,92.5,FALSE,,CS Team A
ACC-000272,2025-02-01,81,5,90.2,FALSE,,CS Team B
ACC-000272,2025-03-01,45,5,96.6,FALSE,,CS Team A
ACC 000272,2025-04-01,62,5,88.8,FALSE,,CS Team B
ACC-000272,2025-05-01,86,5.0,90.0,FALSE,,CS Team A
acc-000272,2025-06-01,47,5,86.3,FALSE,,CS Team B
ACC-000272,2025-07-01,59,5,78.2,FALSE,,CS Team C
 ACC-000272 ,2025-08-01,52,5,97.8,FALSE,,CS Team B
 ACC-000272 ,2025-09-01,100,5,93.3,FALSE,,CS Team B
 ACC-000272 ,2025-10-01,66,4.5,93.1,FALSE,,Strategic CS
ACC 000272,2025-11-01,86,4.4,97.4,FALSE,,CS Team A
 ACC-000272 ,2025-12-01,72,4.2,94.8,FALSE,,CS Team A
ACC-000273,2025-01-01,-29,2.3,42.0,FALSE,,Strategic CS
ACC-000273,2025-02-01,12,2.9,49.2,FALSE,,CS Team C
acc-000273,2025-03-01,-10,2.8,39.4,FALSE,,CS Team A
ACC-000273,2025-04-01,-5,2.4,39.1,FALSE,,CS Team B
ACC-000273,2025-05-01,3,2.7,42.6,FALSE,,CS Team A
ACC-000273,2025-06-01,-18,3.1,45.7,FALSE,,CS Team C
ACC-000273,2025-07-01,-14,2.3,36.1,FALSE,,CS Team A
ACC-000273,2025-08-01,-54,2.0,33.3,FALSE,,CS Team A
ACC-000273,2025-09-01,-25,2.7,33.3,FALSE,,CS Team A
 ACC-000273 ,2025-10-01,-24,2.1,32.9,FALSE,,CS Team B
ACC-000273,2025-11-01,-45,2.8,23.5,FALSE,,CS Team B
ACC-000273,2025-12-01,-53,1.9,27.0,FALSE,,CS Team A
ACC 000274,2025-01-01,46,2.9,62.6,FALSE,,CS Team A
ACC 000274,2025-02-01,19,4.7,71.4,FALSE,,Strategic CS
ACC-000274,2025-03-01,47,3.9,68.7,FALSE,,CS Team A
ACC-000274,2025-04-01,49,3.6,73.1,FALSE,,CS Team B
ACC-000274,2025-05-01,67,4.5,79.8,FALSE,,CS Team A
ACC-000274,2025-06-01,32,3.9,60.6,FALSE,,CS Team B
 ACC-000274 ,2025-07-01,24,3.9,74.8,FALSE,,Strategic CS
 ACC-000274 ,2025-08-01,29,3.0,63.8,FALSE,,CS Team C
ACC 000274,2025-09-01,39,4.1,66.0,FALSE,,CS Team C
acc-000274,2025-10-01,42,4.5,86.8,FALSE,,CS Team C
ACC-000274,2025-11-01,50,3.7,69.3,FALSE,,CS Team B
acc-000274,2025-12-01,36,3.9,67.8,FALSE,,CS Team B
acc-000275,2025-01-01,8,2.2,39.9,FALSE,,CS Team A
ACC-000275,2025-02-01,-38,2.1,27.7,FALSE,,CS Team B
ACC-000275,2025-03-01,-40,2.0,33.1,FALSE,,CS Team B
ACC-000275,2025-04-01,-11,2.9,37.4,FALSE,,CS Team B
 ACC-000275 ,2025-05-01,-54,2.9,32.5,FALSE,,CS Team B
ACC 000275,2025-06-01,-18,2.3,25.0,FALSE,,CS Team A
ACC-000275,2025-07-01,-42,1.5,26.1,TRUE,Beta feature gap,CS Team A
ACC 000275,2025-08-01,-94,1.7,12.1,FALSE,,CS Team C
ACC 000275,2025-09-01,-75,1.7,6.3,FALSE,,CS Team C
 ACC-000275 ,2025-10-01,-48,1.4,12.7,FALSE,,CS Team B
ACC-000275,2025-11-01,-72,1.5,5.0,FALSE,,CS Team B
acc-000275,2025-12-01,-65,1.4,10.7,FALSE,,CS Team C
ACC-000276,2025-01-01,-10,3.4,62.0,FALSE,,CS Team B
ACC-000276,2025-02-01,18,3.5,65.2,FALSE,,CS Team A
ACC 000276,2025-03-01,30,4.7,74.6,FALSE,,CS Team A
acc-000276,2025-04-01,16,3.0,59.9,FALSE,,CS Team A
 ACC-000276 ,2025-05-01,26,4.0,60.1,FALSE,,CS Team A
ACC-000276,2025-06-01,30,3.5,67.5,FALSE,,CS Team A
ACC-000276,2025-07-01,29,3.0,67.5,FALSE,,Strategic CS
ACC 000276,2025-08-01,42,4.4,75.0,FALSE,,CS Team B
ACC 000276,2025-09-01,2,3.4,67.5,FALSE,,CS Team A
ACC-000276,2025-10-01,26,3.4,67.7,FALSE,,Strategic CS
ACC-000276,2025-11-01,11,3.2,69.6,FALSE,,CS Team A
ACC-000276,2025-12-01,36,3.5,64.9,FALSE,,CS Team C
acc-000277,2025-01-01,38,5,76.0,FALSE,,CS Team A
ACC-000277,2025-02-01,34,4.4,85.6,FALSE,,CS Team A
acc-000277,2025-03-01,41,4.4,80.0,FALSE,,CS Team B
ACC-000277,2025-04-01,77,4.5,86.0,FALSE,,CS Team B
ACC-000277,2025-05-01,56,3.7,81.9,FALSE,,CS Team B
 ACC-000277 ,2025-06-01,82,5,94.4,FALSE,,CS Team B
acc-000277,2025-07-01,54,5,85.3,FALSE,,Strategic CS
ACC 000277,2025-08-01,72,4.3,88.2,FALSE,,CS Team B
ACC-000277,2025-09-01,54,4.0,81.6,FALSE,,CS Team A
ACC-000277,2025-10-01,64,4.3,90.2,FALSE,,CS Team B
ACC-000277,2025-11-01,40,4.0,90.5,FALSE,,CS Team C
 ACC-000277 ,2025-12-01,56,4.7,93.8,FALSE,,CS Team A
ACC-000278,2025-01-01,-35,2.9,30.6,FALSE,,CS Team A
ACC-000278,2025-02-01,-46,2.5,31.2,FALSE,,CS Team A
ACC-000278,2025-03-01,-34,2.4,21.7,FALSE,,CS Team A
acc-000278,2025-04-01,-66,1.7,16.8,FALSE,,CS Team B
 ACC-000278 ,2025-05-01,-20,1.9,24.3,FALSE,,CS Team C
acc-000278,2025-06-01,-95,2.1,17.5,FALSE,,CS Team C
 ACC-000278 ,2025-07-01,-23,2.2,21.9,FALSE,,CS Team C
ACC-000278,2025-08-01,-48,1.6,18.2,FALSE,,CS Team C
ACC-000278,2025-09-01,-51,1.2,11.2,FALSE,,CS Team A
ACC-000278,2025-10-01,-77,1.6,17.5,FALSE,,CS Team A
ACC-000278,2025-11-01,-37,1.2,12.8,FALSE,,CS Team B
ACC 000278,2025-12-01,-43,1.4,17.9,FALSE,,CS Team A
ACC 000279,2025-01-01,6,3.1,62.7,FALSE,,CS Team B
ACC-000279,2025-02-01,-5,3.4,57.2,FALSE,,CS Team A
acc-000279,2025-03-01,20,3.2,62.7,FALSE,,CS Team A
ACC-000279,2025-04-01,36,3.6,65.0,FALSE,,CS Team B
ACC-000279,2025-05-01,-5,2.9,57.5,FALSE,,CS Team B
ACC 000279,2025-06-01,26,3.6,55.7,FALSE,,CS Team A
ACC-000279,2025-07-01,-24,3.8,54.3,FALSE,,CS Team B
 ACC-000279 ,2025-08-01,-1,3.8,54.9,FALSE,,CS Team B
acc-000279,2025-09-01,-11,3.2,50.1,FALSE,,CS Team B
ACC 000279,2025-10-01,9,3.4,61.9,FALSE,,CS Team A
ACC-000279,2025-11-01,-2,3.2,47.9,FALSE,,CS Team C
ACC-000279,2025-12-01,2,2.8,43.9,FALSE,,CS Team A
ACC 000280,2025-01-01,-1,2.7,61.8,FALSE,,CS Team A
ACC-000280,2025-02-01,36,3.2,64.1,FALSE,,CS Team B
 ACC-000280 ,2025-03-01,35,3.0,56.6,FALSE,,CS Team A
ACC 000280,2025-04-01,52,2.8,70.1,FALSE,,CS Team B
ACC 000280,2025-05-01,35,3.5,68.5,FALSE,,CS Team C
acc-000280,2025-06-01,19,3.6,68.8,FALSE,,CS Team A
ACC 000280,2025-07-01,15,4.2,65.5,FALSE,,CS Team A
ACC-000280,2025-08-01,35,3.5,64.7,FALSE,,CS Team B
ACC-000280,2025-09-01,25,3.5,67.7,FALSE,,CS Team A
ACC-000280,2025-10-01,20,4.3,71.7,FALSE,,CS Team B
ACC-000280,2025-11-01,42,3.7,67.5,FALSE,,CS Team B
acc-000280,2025-12-01,17,3.7,59.2,FALSE,,CS Team B
 ACC-000281 ,2025-01-01,-2,3.1,44.8,FALSE,,CS Team A
acc-000281,2025-02-01,4,2.5,42.5,FALSE,,Strategic CS
acc-000281,2025-03-01,-45,2.5,38.4,FALSE,,CS Team B
ACC-000281,2025-04-01,-4,2.6,40.0,FALSE,,CS Team A
ACC-000281,2025-05-01,-15,3.2,42.6,FALSE,,Strategic CS
ACC 000281,2025-06-01,-16,2.4,34.4,FALSE,,CS Team B
acc-000281,2025-07-01,-26,2.5,37.1,FALSE,,CS Team C
acc-000281,2025-08-01,-42,2.3,26.9,FALSE,,Strategic CS
acc-000281,2025-09-01,-53,2.2,33.7,FALSE,,CS Team A
ACC-000281,2025-10-01,-33,1.9,21.3,FALSE,,CS Team A
acc-000281,2025-11-01,-40,2.1,32.1,FALSE,,CS Team A
ACC-000281,2025-12-01,-34,2.1,26.8,FALSE,,CS Team C
 ACC-000282 ,2025-01-01,-2,4.3,56.0,FALSE,,CS Team A
ACC-000282,2025-02-01,8,3.9,65.7,FALSE,,CS Team A
ACC-000282,2025-03-01,8,3.1,68.1,FALSE,,CS Team C
acc-000282,2025-04-01,15,3.4,59.9,FALSE,,CS Team A
ACC 000282,2025-05-01,34,2.8,57.5,FALSE,,CS Team B
ACC-000282,2025-06-01,27,3.9,67.3,FALSE,,CS Team C
ACC-000282,2025-07-01,16,3.8,54.5,FALSE,,CS Team C
ACC-000282,2025-08-01,36,3.5,68.1,FALSE,,CS Team B
ACC 000282,2025-09-01,45,4.1,67.4,FALSE,,CS Team C
ACC-000282,2025-10-01,28,2.5,58.5,FALSE,,CS Team B
ACC 000282,2025-11-01,-19,3.0,57.2,FALSE,,CS Team A
ACC 000282,2025-12-01,45,3.6,66.4,FALSE,,Strategic CS
ACC-000283,2025-01-01,-2,3.2,73.8,FALSE,,CS Team A
ACC-000283,2025-02-01,57,3.4,69.8,FALSE,,CS Team B
ACC 000283,2025-03-01,42,3.4,63.7,FALSE,,CS Team A
ACC 000283,2025-04-01,38,3.3,62.4,FALSE,,CS Team A
ACC-000283,2025-05-01,27,4.1,65.3,FALSE,,Strategic CS
 ACC-000283 ,2025-06-01,44,3.9,73.4,FALSE,,CS Team A
ACC-000283,2025-07-01,5,4.3,77.1,FALSE,,CS Team A
ACC-000283,2025-08-01,52,4.3,71.4,FALSE,,CS Team C
ACC-000283,2025-09-01,5,3.2,60.8,FALSE,,CS Team C
ACC-000283,2025-10-01,7,3.3,66.1,FALSE,,CS Team B
ACC 000283,2025-11-01,19,4.5,68.4,FALSE,,CS Team A
ACC 000283,2025-12-01,11,4.1,77.3,FALSE,,CS Team A
ACC 000284,2025-01-01,40,3.0,53.6,FALSE,,CS Team B
acc-000284,2025-02-01,-3,3.3,58.6,FALSE,,Strategic CS
acc-000284,2025-03-01,14,3.3,56.0,FALSE,,CS Team A
acc-000284,2025-04-01,-16,2.3,50.2,FALSE,,CS Team B
ACC-000284,2025-05-01,-10,2.8,54.5,FALSE,,CS Team B
ACC-000284,2025-06-01,25,2.8,57.3,FALSE,,Strategic CS
ACC-000284,2025-07-01,-6,2.3,44.0,FALSE,,CS Team C
ACC-000284,2025-08-01,34,3.3,50.5,FALSE,,CS Team A
ACC-000284,2025-09-01,30,2.6,49.5,FALSE,,CS Team A
ACC-000284,2025-10-01,8,3.9,52.1,FALSE,,CS Team C
acc-000284,2025-11-01,8,3.8,48.8,FALSE,,CS Team C
 ACC-000284 ,2025-12-01,-49,2.6,40.4,FALSE,,CS Team A
ACC 000285,2025-01-01,8,2.4,40.7,FALSE,,CS Team C
ACC 000285,2025-02-01,30,1.8,40.1,FALSE,,CS Team C
ACC-000285,2025-03-01,-9,2.2,37.5,FALSE,,CS Team C
ACC-000285,2025-04-01,-16,2.7,33.9,FALSE,,CS Team A
ACC-000285,2025-05-01,-12,1.5,27.0,FALSE,,CS Team C
ACC-000285,2025-06-01,-47,2.0,20.7,FALSE,,CS Team B
acc-000285,2025-07-01,6,2.6,34.2,FALSE,,CS Team A
ACC 000285,2025-08-01,-31,2.2,32.5,FALSE,,CS Team B
ACC 000285,2025-09-01,-43,2.1,29.0,FALSE,,CS Team C
ACC-000285,2025-10-01,-31,2.8,28.5,FALSE,,CS Team A
 ACC-000285 ,2025-11-01,-49,1.8,18.1,FALSE,,CS Team A
 ACC-000285 ,2025-12-01,-25,2.9,29.7,FALSE,,CS Team B
acc-000286,2025-01-01,40,1.8,59.7,FALSE,,CS Team B
ACC-000286,2025-02-01,0,3.7,61.3,FALSE,,CS Team A
ACC-000286,2025-03-01,8,3.4,57.2,FALSE,,CS Team A
 ACC-000286 ,2025-04-01,45,4.3,65.3,FALSE,,CS Team A
acc-000286,2025-05-01,20,2.5,58.3,FALSE,,CS Team C
ACC-000286,2025-06-01,43,3.9,56.3,FALSE,,CS Team A
ACC-000286,2025-07-01,1,3.3,54.8,FALSE,,CS Team A
 ACC-000286 ,2025-08-01,-1,3.1,53.5,FALSE,,CS Team A
acc-000286,2025-09-01,10,2.5,58.1,FALSE,,CS Team B
ACC-000286,2025-10-01,27,2.8,47.2,FALSE,,CS Team B
ACC-000286,2025-11-01,-16,3.4,50.9,FALSE,,CS Team B
ACC 000286,2025-12-01,-2,2.5,47.5,FALSE,,CS Team B
acc-000287,2025-01-01,69,4.7,88.4,FALSE,,CS Team A
 ACC-000287 ,2025-02-01,45,4.2,66.8,FALSE,,CS Team A
ACC-000287,2025-03-01,33,4.6,76.5,FALSE,,CS Team A
ACC-000287,2025-04-01,71,4.2,81.8,FALSE,,CS Team B
ACC-000287,2025-05-01,58,4.1,84.4,FALSE,,Strategic CS
 ACC-000287 ,2025-06-01,58,4.0,71.7,FALSE,,CS Team C
ACC-000287,2025-07-01,39,3.6,75.2,FALSE,,Strategic CS
ACC-000287,2025-08-01,38,4.8,80.3,FALSE,,CS Team C
 ACC-000287 ,2025-09-01,24,2.8,69.4,FALSE,,CS Team A
ACC-000287,2025-10-01,28,4.0,79.8,FALSE,,CS Team A
ACC-000287,2025-11-01,66,3.8,78.3,FALSE,,Strategic CS
acc-000287,2025-12-01,50,4.1,83.2,FALSE,,CS Team A
ACC-000288,2025-01-01,18,4.3,76.1,FALSE,,CS Team A
ACC-000288,2025-02-01,40,4.4,79.5,FALSE,,CS Team B
ACC-000288,2025-03-01,27,3.6,71.1,FALSE,,CS Team B
ACC-000288,2025-04-01,12,4.0,72.6,FALSE,,CS Team A
ACC-000288,2025-05-01,9,3.2,66.8,FALSE,,CS Team A
ACC-000288,2025-06-01,76,3.5,77.9,FALSE,,CS Team C
ACC 000288,2025-07-01,63,3.5,79.0,FALSE,,CS Team A
 ACC-000288 ,2025-08-01,3,3.1,70.8,TRUE,Budget cut,CS Team B
ACC-000288,2025-09-01,-50,1.2,4.8,FALSE,,CS Team A
 ACC-000288 ,2025-10-01,-98,1.2,0.3,FALSE,,CS Team B
 ACC-000288 ,2025-11-01,-70,1.3,7.7,FALSE,,CS Team C
acc-000288,2025-12-01,-73,1,4.1,FALSE,,CS Team A
ACC-000289,2025-01-01,13,2.8,56.1,FALSE,,CS Team A
acc-000289,2025-02-01,14,3.1,56.6,FALSE,,CS Team A
acc-000289,2025-03-01,14,3.0,56.0,FALSE,,CS Team B
ACC 000289,2025-04-01,7,3.0,53.7,FALSE,,CS Team B
ACC-000289,2025-05-01,-9,2.8,46.1,FALSE,,CS Team B
ACC-000289,2025-06-01,20,3.2,56.9,FALSE,,CS Team A
ACC-000289,2025-07-01,4,3.1,46.7,FALSE,,CS Team A
acc-000289,2025-08-01,-6,3.6,52.6,FALSE,,CS Team A
ACC 000289,2025-09-01,6,3.3,57.1,FALSE,,CS Team C
acc-000289,2025-10-01,-13,2.4,45.9,FALSE,,CS Team C
 ACC-000289 ,2025-11-01,-18,3.2,49.6,FALSE,,CS Team C
ACC-000289,2025-12-01,31,2.7,47.9,FALSE,,CS Team B
ACC-000290,2025-01-01,44,3.8,86.0,FALSE,,CS Team B
ACC-000290,2025-02-01,34,4.7,86.7,FALSE,,Strategic CS
 ACC-000290 ,2025-03-01,34,3.5,83.0,FALSE,,CS Team B
 ACC-000290 ,2025-04-01,65,4.4,87.1,FALSE,,CS Team C
ACC 000290,2025-05-01,26,4.6,78.4,FALSE,,CS Team B
 ACC-000290 ,2025-06-01,56,4.1,85.6,FALSE,,CS Team B
acc-000290,2025-07-01,50,4.0,77.0,FALSE,,CS Team B
ACC 000290,2025-08-01,31,4.0,90.9,FALSE,,CS Team A
ACC 000290,2025-09-01,66,5,88.6,FALSE,,CS Team A
ACC-000290,2025-10-01,29,4.7,87.1,FALSE,,Strategic CS
ACC 000290,2025-11-01,17,4.8,86.1,FALSE,,CS Team B
ACC-000290,2025-12-01,48,3.9,86.0,FALSE,,CS Team B
ACC-000291,2025-01-01,47,2.9,56.7,FALSE,,Strategic CS
acc-000291,2025-02-01,2,3.7,62.8,FALSE,,CS Team B
ACC-000291,2025-03-01,4,2.7,58.7,FALSE,,CS Team B
acc-000291,2025-04-01,9,2.8,54.8,FALSE,,CS Team A
ACC-000291,2025-05-01,-8,3.1,47.5,FALSE,,Strategic CS
ACC-000291,2025-06-01,-8,3.3,50.2,FALSE,,CS Team A
 ACC-000291 ,2025-07-01,8,3.1,52.4,FALSE,,CS Team C
 ACC-000291 ,2025-08-01,-45,3.2,53.5,FALSE,,CS Team C
 ACC-000291 ,2025-09-01,-5,2.5,50.6,FALSE,,CS Team B
 ACC-000291 ,2025-10-01,-15,3.0,49.6,FALSE,,CS Team B
ACC 000291,2025-11-01,-29,2.5,48.2,FALSE,,Strategic CS
 ACC-000291 ,2025-12-01,-25,3.4,55.4,FALSE,,CS Team B
acc-000292,2025-01-01,-15,3.4,54.1,FALSE,,CS Team A
ACC 000292,2025-02-01,13,3.6,50.5,FALSE,,CS Team B
 ACC-000292 ,2025-03-01,-22,2.9,48.5,FALSE,,CS Team C
ACC 000292,2025-04-01,-4,2.7,50.2,FALSE,,CS Team C
 ACC-000292 ,2025-05-01,6,3.0,43.9,FALSE,,CS Team A
ACC-000292,2025-06-01,15,2.9,53.4,FALSE,,CS Team A
 ACC-000292 ,2025-07-01,-3,2.5,49.4,FALSE,,CS Team B
acc-000292,2025-08-01,8,3.2,42.8,FALSE,,CS Team A
 ACC-000292 ,2025-09-01,-18,3.2,47.2,FALSE,,CS Team C
 ACC-000292 ,2025-10-01,-18,3.4,41.3,FALSE,,CS Team C
ACC-000292,2025-11-01,1,2.6,48.3,FALSE,,Strategic CS
acc-000292,2025-12-01,-31,2.8,38.9,FALSE,,CS Team B
ACC-000293,2025-01-01,-7,3.0,46.2,FALSE,,CS Team C
ACC-000293,2025-02-01,3,3.0,48.9,FALSE,,CS Team B
ACC-000293,2025-03-01,-26,2.8,44.9,FALSE,,CS Team B
ACC-000293,2025-04-01,11,3.7,48.9,FALSE,,CS Team A
ACC 000293,2025-05-01,6,2.6,41.3,FALSE,,CS Team A
ACC-000293,2025-06-01,2,2.6,34.3,FALSE,,CS Team B
acc-000293,2025-07-01,-19,1.5,38.6,FALSE,,CS Team A
ACC-000293,2025-08-01,1,3.3,48.5,FALSE,,CS Team B
 ACC-000293 ,2025-09-01,-4,2.9,42.3,FALSE,,CS Team B
ACC-000293,2025-10-01,-41,2.5,38.1,FALSE,,CS Team B
acc-000293,2025-11-01,-35,2.0,40.2,TRUE,Low product fit,CS Team C
ACC-000293,2025-12-01,-68,1,3.0,FALSE,,CS Team C
ACC-000294,2025-01-01,49,4.4,81.0,FALSE,,CS Team A
 ACC-000294 ,2025-02-01,82,4.0,90.2,FALSE,,CS Team A
 ACC-000294 ,2025-03-01,51,4.6,88.0,TRUE,Budget cut,CS Team B
ACC-000294,2025-04-01,-59,1,5.0,FALSE,,CS Team A
ACC-000294,2025-05-01,-66,1.3,8.1,FALSE,,CS Team A
acc-000294,2025-06-01,-46,1,1.2,FALSE,,CS Team A
 ACC-000294 ,2025-07-01,-45,2.0,3.7,FALSE,,CS Team C
ACC-000294,2025-08-01,-55,1,0.8,FALSE,,CS Team C
acc-000294,2025-09-01,-100,2.0,5.0,FALSE,,Strategic CS
ACC-000294,2025-10-01,-91,1,1.0,FALSE,,CS Team B
 ACC-000294 ,2025-11-01,-61,1,2.4,FALSE,,CS Team A
ACC-000294,2025-12-01,-100,1.7,3.7,FALSE,,Strategic CS
ACC 000295,2025-01-01,-46,2.7,40.0,FALSE,,CS Team B
 ACC-000295 ,2025-02-01,-38,2.8,43.1,FALSE,,Strategic CS
ACC-000295,2025-03-01,-1,3.7,40.9,FALSE,,CS Team C
ACC-000295,2025-04-01,-46,2.9,37.9,FALSE,,CS Team B
ACC-000295,2025-05-01,-16,2.4,36.7,FALSE,,CS Team C
ACC 000295,2025-06-01,-10,2.4,36.9,FALSE,,CS Team A
ACC-000295,2025-07-01,-52,2.2,31.2,TRUE,Beta feature gap,CS Team C
acc-000295,2025-08-01,-78,1.8,14.8,FALSE,,CS Team C
ACC-000295,2025-09-01,-100,1.5,5.6,FALSE,,CS Team A
acc-000295,2025-10-01,-89,1.5,1.4,FALSE,,CS Team A
ACC-000295,2025-11-01,-78,1.4,14.0,FALSE,,CS Team B
 ACC-000295 ,2025-12-01,-79,1.9,14.6,FALSE,,CS Team A
ACC-000296,2025-01-01,-5,4.4,69.1,FALSE,,CS Team B
ACC-000296,2025-02-01,39,3.8,75.2,FALSE,,CS Team A
ACC-000296,2025-03-01,38,3.0,78.2,FALSE,,Strategic CS
ACC-000296,2025-04-01,16,4.4,71.8,FALSE,,CS Team A
acc-000296,2025-05-01,13,3.5,68.2,FALSE,,CS Team A
 ACC-000296 ,2025-06-01,-4,3.2,67.8,FALSE,,CS Team B
 ACC-000296 ,2025-07-01,35,4.1,82.5,FALSE,,CS Team A
ACC 000296,2025-08-01,34,5.0,81.2,FALSE,,CS Team A
acc-000296,2025-09-01,70,3.7,77.9,FALSE,,CS Team B
ACC-000296,2025-10-01,58,4.2,80.9,FALSE,,CS Team C
ACC 000296,2025-11-01,23,3.8,70.4,FALSE,,CS Team B
acc-000296,2025-12-01,26,3.5,83.9,FALSE,,CS Team A
ACC-000297,2025-01-01,13,3.1,55.6,FALSE,,CS Team B
ACC-000297,2025-02-01,43,3.6,59.3,FALSE,,CS Team B
acc-000297,2025-03-01,59,3.1,59.8,FALSE,,CS Team B
ACC-000297,2025-04-01,-13,3.2,62.2,FALSE,,CS Team C
ACC 000297,2025-05-01,0,3.2,60.6,TRUE,Beta feature gap,CS Team B
ACC-000297,2025-06-01,-99,1,3.9,FALSE,,CS Team A
ACC-000297,2025-07-01,-88,1.4,1.0,FALSE,,CS Team C
acc-000297,2025-08-01,-87,1,8.8,FALSE,,CS Team A
 ACC-000297 ,2025-09-01,-34,1,10.3,FALSE,,CS Team B
ACC-000297,2025-10-01,-72,1.5,9.2,FALSE,,CS Team A
 ACC-000297 ,2025-11-01,-41,1.9,11.6,FALSE,,CS Team B
ACC 000297,2025-12-01,-32,1.6,13.5,FALSE,,CS Team C
ACC 000298,2025-01-01,41,3.9,73.5,FALSE,,CS Team C
 ACC-000298 ,2025-02-01,17,3.7,70.0,FALSE,,CS Team A
ACC-000298,2025-03-01,30,4.3,74.3,FALSE,,CS Team B
 ACC-000298 ,2025-04-01,67,4.5,86.5,FALSE,,CS Team A
ACC 000298,2025-05-01,87,4.7,80.5,FALSE,,CS Team A
 ACC-000298 ,2025-06-01,37,4.7,88.7,FALSE,,CS Team A
ACC-000298,2025-07-01,46,4.0,80.3,FALSE,,CS Team A
ACC 000298,2025-08-01,61,4.4,84.0,FALSE,,CS Team B
ACC-000298,2025-09-01,49,4.1,77.8,FALSE,,CS Team A
 ACC-000298 ,2025-10-01,42,4.4,83.0,FALSE,,CS Team C
ACC 000298,2025-11-01,66,3.9,74.2,FALSE,,CS Team B
ACC-000298,2025-12-01,33,3.6,79.4,FALSE,,CS Team A
ACC-000299,2025-01-01,39,3.6,71.9,FALSE,,CS Team A
ACC-000299,2025-02-01,6,3.2,77.5,FALSE,,Strategic CS
ACC-000299,2025-03-01,41,4.1,79.3,FALSE,,CS Team A
ACC 000299,2025-04-01,33,3.8,74.5,FALSE,,CS Team B
ACC-000299,2025-05-01,74,4.1,77.7,FALSE,,CS Team B
ACC-000299,2025-06-01,26,4.5,83.0,FALSE,,CS Team B
acc-000299,2025-07-01,48,4.1,85.2,FALSE,,CS Team A
 ACC-000299 ,2025-08-01,39,3.8,69.8,FALSE,,CS Team A
ACC-000299,2025-09-01,21,3.8,71.9,FALSE,,CS Team C
 ACC-000299 ,2025-10-01,56,3.4,68.1,FALSE,,CS Team B
 ACC-000299 ,2025-11-01,43,4.3,83.5,FALSE,,CS Team C
ACC-000299,2025-12-01,53,4.5,84.7,FALSE,,CS Team A
acc-000300,2025-01-01,-64,2.2,31.5,FALSE,,CS Team A
ACC 000300,2025-02-01,-10,2.4,31.2,FALSE,,CS Team A
ACC-000300,2025-03-01,-29,2.0,24.3,FALSE,,CS Team B
ACC-000300,2025-04-01,-32,2.8,31.9,FALSE,,CS Team A
ACC-000300,2025-05-01,-67,2.8,34.0,TRUE,Low product fit,CS Team C
ACC-000300,2025-06-01,-65,1.4,9.0,FALSE,,CS Team C
 ACC-000300 ,2025-07-01,-96,1,2.2,FALSE,,CS Team A
ACC-000300,2025-08-01,-99,1,3.5,FALSE,,CS Team A
acc-000300,2025-09-01,-88,1.4,8.4,FALSE,,CS Team B
ACC-000300,2025-10-01,-73,1,6.3,FALSE,,CS Team B
ACC-000300,2025-11-01,-52,1.5,3.0,FALSE,,CS Team B
 ACC-000300 ,2025-12-01,-89,1,5.8,FALSE,,CS Team C
ACC-000301,2025-01-01,28,4.4,71.0,FALSE,,CS Team B
ACC-000301,2025-02-01,40,3.9,68.2,FALSE,,Strategic CS
ACC 000301,2025-03-01,28,4.2,65.6,FALSE,,CS Team B
ACC-000301,2025-04-01,16,3.7,59.4,FALSE,,CS Team B
