account_id,account_name,industry,employee_band,plan,sales_rep,acquisition_channel,close_date,contract_start_date,gross_contract_value_eur,contract_value_eur,discount_pct,discount_anomaly_flag,closed_mrr_eur,sales_fit_score,low_fit_flag,beta_feature_promised,beta_feature_category,product_record_present,onboarding_completed,activation_days,feature_adoption_rate,weekly_active_users,pages_published,ecommerce_enabled,support_ticket_count_90d,support_ticket_count_180d,avg_first_response_hours,avg_support_csat,latest_health_score,avg_nps_6m,avg_csat_6m,churned_90d,churned_180d,churned_12m,churn_reason,revenue_quality_risk_index,revenue_quality_segment
ACC-000357,PossiblePage Account 0357,Nonprofit,11-50,Growth,Sales Rep #6,Referral,2025-10-07,2025-10-12,21035.98,19094.24,0.0923,False,1591.19,49.5,True,False,,True,False,37.0,0.5216,15,5,False,0,1,21.71,2.63,1.1,-54.3,1.8,False,False,True,Low product fit,34.9,Healthy
ACC-000358,PossiblePage Account 0358,Real Estate,11-50,Enterprise,Sales Rep #6,Paid Search,2025-01-28,2025-02-17,174634.89,164919.45,0.0556,False,13743.29,68.7,False,False,,True,True,13.0,0.5866,30,8,False,0,0,,,85.2,55.0,4.7,False,False,False,,17.1,Healthy
ACC-000359,PossiblePage Account 0359,Nonprofit,1000+,Starter,Sales Rep #3,Inbound Demo,2025-09-29,2025-10-26,3539.64,3091.36,0.1266,False,257.61,78.5,False,True,Beta checkout,True,False,44.0,0.5059,13,12,False,1,1,13.94,3.3,45.5,2.0,3.2,False,False,False,,35.8,Watchlist
ACC-000360,PossiblePage Account 0360,Software,201-1000,Starter,Sales Rep #3,Outbound,2025-07-16,2025-07-24,4671.79,3832.91,0.1796,False,319.41,58.6,False,True,CRM sync,True,True,28.0,0.4878,12,17,False,0,0,19.92,2.1,43.0,-7.3,3.1,False,False,False,,39.4,Watchlist
ACC-000361,PossiblePage Account 0361,Hospitality,1-10,Growth,Sales Rep #4,Partner,2025-07-01,2025-07-21,10507.9,9777.34,0.0695,False,814.78,56.5,False,False,,True,True,7.0,0.6721,20,13,True,2,3,11.74,4.16,64.7,19.3,3.8,False,False,False,,24.7,Healthy
ACC-000362,PossiblePage Account 0362,Education,11-50,Starter,Sales Rep #1,Inbound Demo,2025-08-21,2025-08-31,6541.31,6230.27,0.0476,False,519.19,65.5,False,True,Beta checkout,True,False,38.0,0.6148,19,14,False,2,2,8.96,4.1,1.8,-38.5,2.1,False,False,True,Beta feature gap,43.4,Watchlist
ACC-000363,PossiblePage Account 0363,Hospitality,51-200,Scale,Sales Rep #1,Webinar,2025-09-02,2025-09-29,44485.41,38649.85,0.1312,False,3220.82,95.8,False,False,,True,True,14.0,0.9266,36,16,True,0,1,2.71,3.75,93.3,71.0,4.5,False,False,False,,3.8,Healthy
ACC-000364,PossiblePage Account 0364,Retail,11-50,Scale,Sales Rep #7,Paid Search,2025-03-14,2025-03-23,45045.74,40570.87,0.0993,False,3380.91,88.7,False,False,,False,False,,0.0,0,0,False,1,2,11.71,3.88,74.1,40.8,3.6,False,False,False,,26.7,Healthy
ACC-000365,PossiblePage Account 0365,Hospitality,1000+,Scale,Sales Rep #10,Inbound Demo,2025-04-29,2025-05-26,45754.07,43777.85,0.0432,False,3648.15,59.1,False,False,,True,True,12.0,0.614,15,12,False,2,3,10.18,4.34,81.3,35.2,4.0,False,False,False,,23.3,Healthy
ACC-000366,PossiblePage Account 0366,Retail,11-50,Growth,Sales Rep #5,Referral,2025-02-13,2025-02-20,13821.4,13562.77,0.0187,False,1130.23,90.2,False,True,AI page builder,True,True,23.0,1.0,33,21,False,0,1,13.49,2.8,14.4,8.2,3.3,False,False,True,Beta feature gap,24.9,Healthy
ACC-000367,PossiblePage Account 0367,Manufacturing,11-50,Growth,Sales Rep #7,Referral,2025-12-20,2025-12-22,10851.93,9225.19,0.1499,False,768.77,65.5,False,True,CRM sync,False,False,,0.0,0,0,False,0,1,15.91,3.2,8.7,-30.5,2.2,False,False,True,Beta feature gap,49.4,Watchlist
ACC-000368,PossiblePage Account 0368,Retail,1-10,Growth,Sales Rep #5,Inbound Demo,2025-02-23,2025-03-02,25406.24,23176.89,0.0877,False,1931.41,61.8,False,False,,True,True,18.0,0.7113,19,17,True,1,1,5.62,4.05,71.0,41.0,4.0,False,False,False,,18.7,Healthy
ACC-000369,PossiblePage Account 0369,Real Estate,51-200,Starter,Sales Rep #2,Paid Search,2025-11-18,2025-11-19,3668.31,3239.07,0.117,False,269.92,83.5,False,False,,True,True,1.0,0.734,16,14,False,0,2,9.9,4.12,88.1,66.7,4.7,False,False,False,,10.2,Healthy
ACC-000370,PossiblePage Account 0370,Real Estate,11-50,Starter,Sales Rep #2,Paid Search,2025-12-08,2025-12-12,7963.95,7074.77,0.1117,False,589.56,78.4,False,False,,True,True,8.0,0.7342,27,6,False,3,4,8.67,3.72,70.9,46.3,4.0,False,False,False,,20.1,Healthy
ACC-000371,PossiblePage Account 0371,Retail,11-50,Growth,Sales Rep #1,Inbound Demo,2025-12-14,2025-12-14,17021.91,14907.61,0.1242,False,1242.3,93.8,False,False,,True,True,11.0,0.9244,26,21,False,1,1,12.12,3.83,85.4,71.7,4.7,False,False,False,,7.8,Healthy
ACC-000372,PossiblePage Account 0372,Software,1-10,Starter,Sales Rep #10,Partner,2025-02-26,2025-03-03,2738.03,2275.54,0.1689,False,189.63,43.1,True,False,,True,False,33.0,0.3335,10,11,False,1,1,23.64,3.27,53.5,-0.7,3.0,False,False,False,,35.5,Watchlist
ACC-000373,PossiblePage Account 0373,Real Estate,1-10,Enterprise,Sales Rep #5,Inbound Demo,2025-04-06,2025-04-12,113531.8,101093.11,0.1096,False,8424.43,47.7,True,False,,False,False,,0.0,0,0,False,1,2,25.02,3.07,2.3,-73.2,1.5,True,True,True,Low product fit,59.2,Risky
ACC-000374,PossiblePage Account 0374,Financial Services,11-50,Growth,Sales Rep #2,Inbound Demo,2025-10-18,2025-10-29,13742.95,11890.19,0.1348,False,990.85,94.8,False,False,,True,True,21.0,0.7538,28,15,False,1,2,11.55,4.5,86.7,49.3,4.6,False,False,False,,10.5,Healthy
ACC-000375,PossiblePage Account 0375,Manufacturing,201-1000,Starter,Sales Rep #3,Paid Search,2025-10-14,2025-11-13,8405.56,7926.41,0.057,False,660.53,44.8,True,False,,True,False,48.0,0.2142,4,0,False,1,1,18.43,2.34,14.0,-66.8,1.6,False,True,True,Low product fit,54.1,Watchlist
ACC-000376,PossiblePage Account 0376,Education,51-200,Scale,Sales Rep #5,Outbound,2025-06-09,2025-06-14,31920.36,28734.31,0.0998,False,2394.53,71.2,False,False,,True,True,16.0,0.7563,29,12,True,2,4,6.84,4.2,69.0,30.3,4.1,False,False,False,,18.4,Healthy
ACC-000377,PossiblePage Account 0377,Professional Services,1-10,Starter,Sales Rep #9,Webinar,2025-06-07,2025-06-13,8281.32,7261.82,0.1231,True,605.15,50.8,True,False,,True,True,15.0,0.5203,22,9,False,0,1,15.85,3.14,8.3,-26.2,2.3,False,False,True,Low product fit,31.8,Healthy
ACC-000378,PossiblePage Account 0378,Healthcare,51-200,Growth,Sales Rep #3,Referral,2025-12-08,2025-12-15,15570.86,13189.77,0.1529,False,1099.15,27.5,True,False,,True,False,43.0,0.2694,12,6,False,0,1,20.58,3.0,39.0,-21.5,2.5,False,False,False,,39.0,Watchlist
ACC-000379,PossiblePage Account 0379,Software,201-1000,Growth,Sales Rep #8,Paid Search,2025-02-12,2025-02-14,17776.5,15589.43,0.123,False,1299.12,97.6,False,False,,True,True,5.0,1.0,26,16,True,1,1,13.18,3.63,100.0,62.5,4.8,False,False,False,,5.8,Healthy
ACC-000380,PossiblePage Account 0380,Education,201-1000,Growth,Sales Rep #5,Inbound Demo,2025-03-01,2025-03-05,9263.81,8410.85,0.0921,False,700.9,73.6,False,False,,True,True,4.0,0.5772,13,12,True,1,2,10.09,3.7,77.3,36.2,3.8,False,False,False,,19.4,Healthy
ACC-000381,PossiblePage Account 0381,Software,11-50,Growth,Sales Rep #4,Inbound Demo,2025-03-13,2025-03-27,25171.62,22221.28,0.1172,False,1851.77,73.3,False,False,,True,True,12.0,0.6311,30,16,False,0,0,,,82.5,56.3,4.0,False,False,False,,17.2,Healthy
ACC-000382,PossiblePage Account 0382,Manufacturing,1-10,Starter,Sales Rep #5,Webinar,2025-09-04,2025-09-12,7498.28,6720.16,0.1038,False,560.01,70.0,False,False,,True,True,17.0,0.6961,15,16,False,0,0,,,73.8,46.7,4.0,False,False,False,,17.2,Healthy
ACC-000383,PossiblePage Account 0383,Software,11-50,Growth,Sales Rep #1,Paid Search,2025-08-14,2025-09-05,12217.31,9645.79,0.2105,False,803.82,29.2,True,False,,True,False,39.0,0.1863,0,5,True,0,0,21.05,2.27,0.1,-55.3,1.7,False,False,True,Low product fit,44.5,Watchlist
ACC-000384,PossiblePage Account 0384,Nonprofit,1-10,Growth,Sales Rep #1,Webinar,2025-12-15,2026-01-07,25196.81,23033.17,0.0859,False,1919.43,85.3,False,False,,True,True,12.0,0.9567,23,18,True,0,2,14.15,3.97,90.9,53.3,4.5,False,False,False,,7.6,Healthy
ACC-000385,PossiblePage Account 0385,Financial Services,11-50,Starter,Sales Rep #3,Inbound Demo,2025-02-20,2025-03-13,5246.47,4795.02,0.086,False,399.59,73.9,False,False,,True,True,9.0,0.6708,9,6,False,0,0,,,67.4,34.5,3.5,False,False,False,,18.5,Healthy
ACC-000386,PossiblePage Account 0386,Financial Services,11-50,Starter,Sales Rep #8,Outbound,2025-12-01,2025-12-02,2758.01,2004.81,0.2731,False,167.07,70.6,False,True,Advanced integrations,True,True,13.0,0.422,14,11,False,0,0,12.33,3.48,56.8,4.3,3.2,False,False,False,,35.5,Watchlist
ACC-000387,PossiblePage Account 0387,Retail,51-200,Enterprise,Sales Rep #1,Partner,2025-12-13,2026-01-07,140243.65,137224.6,0.0215,False,11435.38,62.7,False,False,,True,True,13.0,0.3628,16,10,False,0,0,,,86.9,54.3,4.5,False,False,False,,22.4,Healthy
ACC-000388,PossiblePage Account 0388,Real Estate,1-10,Growth,Sales Rep #4,Partner,2025-02-21,2025-02-21,12572.56,12557.78,0.0012,False,1046.48,83.8,False,False,,True,True,21.0,0.8015,25,13,False,1,1,6.87,4.05,14.7,-62.7,1.8,False,False,True,No internal adoption,22.1,Healthy
ACC-000389,PossiblePage Account 0389,Professional Services,51-200,Starter,Sales Rep #4,Outbound,2025-11-10,2025-11-22,6056.38,5249.18,0.1333,False,437.43,63.3,False,False,,True,False,18.0,0.6399,15,5,False,0,0,,,82.5,36.8,4.1,False,False,False,,18.9,Healthy
ACC-000390,PossiblePage Account 0390,Professional Services,11-50,Starter,Sales Rep #4,Outbound,2025-08-03,2025-08-25,2573.87,2213.71,0.1399,False,184.48,87.4,False,False,,True,True,18.0,0.8363,9,17,False,1,1,9.85,4.07,87.0,55.8,4.5,False,False,False,,10.6,Healthy
ACC-000391,PossiblePage Account 0391,Professional Services,1-10,Starter,Sales Rep #7,Inbound Demo,2025-01-29,2025-01-30,4230.81,3722.7,0.1201,True,310.22,92.5,False,True,Advanced integrations,True,False,30.0,0.4421,16,11,False,0,1,21.7,3.23,11.9,-75.7,1.3,True,True,True,Beta feature gap,52.2,Watchlist
ACC-000392,PossiblePage Account 0392,Real Estate,11-50,Growth,Sales Rep #8,Partner,2025-04-10,2025-05-05,10825.99,9766.96,0.0978,False,813.91,25.6,True,False,,True,True,17.0,0.2596,1,13,False,1,1,21.32,3.46,30.7,-6.8,2.6,False,False,False,,42.2,Watchlist
ACC-000393,PossiblePage Account 0393,Software,11-50,Growth,Sales Rep #3,Partner,2025-01-20,2025-02-18,20326.73,18797.41,0.0752,False,1566.45,74.4,False,False,,True,True,8.0,0.9258,21,17,True,1,2,3.8,4.15,81.5,41.3,4.1,False,False,False,,11.5,Healthy
ACC-000394,PossiblePage Account 0394,Software,51-200,Growth,Sales Rep #8,Referral,2025-12-19,2026-01-11,21546.53,18314.56,0.15,False,1526.21,89.9,False,False,,True,True,17.0,0.9398,27,23,False,0,0,,,84.8,45.5,4.1,False,False,False,,8.7,Healthy
ACC-000395,PossiblePage Account 0395,Education,51-200,Enterprise,Sales Rep #8,Partner,2025-05-02,2025-05-29,116065.7,107807.09,0.0712,False,8983.92,66.0,False,False,,True,True,17.0,0.6717,28,10,True,1,1,16.31,3.95,83.3,42.7,4.2,False,False,False,,19.5,Healthy
ACC-000396,PossiblePage Account 0396,Retail,11-50,Starter,Sales Rep #9,Referral,2025-01-27,2025-02-06,2701.76,2415.61,0.1059,False,201.3,89.7,False,True,Advanced integrations,True,True,17.0,0.6353,20,13,False,2,3,9.79,3.08,56.9,20.8,3.7,False,False,False,,31.0,Healthy
ACC-000397,PossiblePage Account 0397,Healthcare,1-10,Growth,Sales Rep #5,Outbound,2025-03-26,2025-04-03,18946.36,15674.91,0.1727,False,1306.24,74.9,False,True,Dynamic forms,True,True,11.0,0.5896,18,14,False,0,1,14.59,3.88,60.9,32.0,3.6,False,False,False,,31.1,Healthy
ACC-000398,PossiblePage Account 0398,Hospitality,11-50,Scale,Sales Rep #5,Inbound Demo,2025-08-12,2025-09-07,59880.57,55839.68,0.0675,False,4653.31,44.8,True,False,,True,True,15.0,0.5574,33,3,False,1,2,16.68,2.92,49.7,0.2,3.1,False,False,False,,30.3,Healthy
ACC-000399,PossiblePage Account 0399,Retail,1-10,Starter,Sales Rep #4,Partner,2025-02-04,2025-02-22,8808.72,8176.57,0.0718,False,681.38,43.5,True,False,,False,False,,0.0,0,0,False,3,4,19.88,2.83,37.7,-9.8,2.4,False,False,False,,47.1,Watchlist
ACC-000400,PossiblePage Account 0400,Software,11-50,Scale,Sales Rep #2,Outbound,2025-08-30,2025-09-11,35686.42,31848.72,0.1075,False,2654.06,82.6,False,True,Beta checkout,True,True,27.0,0.69,27,12,True,0,0,11.25,3.2,45.9,3.2,3.3,False,False,False,,29.0,Healthy
ACC-000401,PossiblePage Account 0401,Healthcare,1000+,Enterprise,Sales Rep #7,Paid Search,2025-11-11,2025-11-19,106389.74,102515.91,0.0364,False,8542.99,81.9,False,False,,True,True,4.0,0.7464,27,13,False,2,4,9.76,3.87,84.3,46.8,4.3,False,False,False,,15.8,Healthy
ACC-000402,PossiblePage Account 0402,Education,1-10,Growth,Sales Rep #7,Inbound Demo,2025-06-23,2025-06-25,10901.51,9795.22,0.1015,False,816.27,81.3,False,False,,True,True,28.0,0.8992,22,12,False,3,3,12.96,4.03,72.8,36.0,3.6,False,False,False,,18.6,Healthy
ACC-000403,PossiblePage Account 0403,Manufacturing,201-1000,Growth,Sales Rep #9,Outbound,2025-05-28,2025-05-24,14066.79,12432.92,0.1162,False,1036.08,78.6,False,False,,True,True,15.0,0.8739,36,14,False,0,1,11.82,5.0,75.9,38.7,4.2,False,False,False,,10.9,Healthy
ACC-000404,PossiblePage Account 0404,Manufacturing,11-50,Growth,Sales Rep #4,Paid Search,2025-09-17,2025-10-01,23938.04,22063.95,0.0783,False,1838.66,77.2,False,True,Advanced integrations,True,True,14.0,0.2578,11,6,False,3,4,12.54,3.56,12.6,-61.5,1.3,False,True,True,Beta feature gap,63.1,Risky
ACC-000405,PossiblePage Account 0405,Software,11-50,Growth,Sales Rep #8,Inbound Demo,2025-11-16,2025-12-06,21001.9,18986.7,0.096,False,1582.23,91.0,False,False,,True,True,7.0,0.8299,20,13,False,3,3,12.68,3.47,100.0,81.8,4.8,False,False,False,,14.2,Healthy
ACC-000406,PossiblePage Account 0406,Professional Services,1000+,Scale,Sales Rep #8,Outbound,2025-05-01,2025-05-08,63005.22,57271.96,0.091,False,4772.66,65.4,False,False,,True,True,13.0,0.8146,38,19,False,1,2,3.45,4.85,77.7,46.2,4.1,False,False,False,,15.2,Healthy
ACC-000407,PossiblePage Account 0407,Real Estate,201-1000,Growth,Sales Rep #10,Inbound Demo,2025-12-17,2025-12-27,18910.14,16586.41,0.1229,False,1382.2,83.0,False,False,,True,True,15.0,0.8373,23,17,False,0,0,,,94.8,76.2,4.6,False,False,False,,10.5,Healthy
ACC-000408,PossiblePage Account 0408,Hospitality,11-50,Enterprise,Sales Rep #6,Inbound Demo,2025-01-23,2025-01-30,126351.18,119322.56,0.0556,False,9943.55,72.2,False,False,,True,False,28.0,0.7543,26,18,True,3,3,9.39,4.4,59.2,24.8,3.6,False,False,False,,22.9,Healthy
ACC-000409,PossiblePage Account 0409,Software,1-10,Growth,Sales Rep #9,Outbound,2025-06-20,2025-06-28,14788.81,12789.14,0.1352,False,1065.76,68.3,False,False,,True,True,19.0,0.7372,27,15,False,0,0,,,96.3,65.8,4.5,False,False,False,,15.3,Healthy
ACC-000410,PossiblePage Account 0410,Financial Services,1-10,Scale,Sales Rep #1,Outbound,2025-02-20,2025-03-02,68132.22,67069.71,0.0156,False,5589.14,61.0,False,False,,True,True,1.0,0.5692,16,15,False,0,0,,,65.6,38.5,3.9,False,False,False,,21.8,Healthy
ACC-000411,PossiblePage Account 0411,Retail,51-200,Growth,Sales Rep #6,Outbound,2025-06-29,2025-07-23,21736.74,17040.82,0.216,False,1420.07,71.0,False,True,Beta checkout,True,False,37.0,0.2482,13,10,True,1,3,17.51,2.97,12.6,-72.2,1.4,True,True,True,Beta feature gap,60.7,Risky
ACC-000412,PossiblePage Account 0412,Nonprofit,51-200,Starter,Sales Rep #9,Referral,2025-10-02,2025-10-06,8362.69,7493.63,0.1039,False,624.47,73.1,False,True,Dynamic forms,True,True,35.0,0.2806,17,7,False,2,3,14.67,3.67,44.7,8.7,3.4,False,False,False,,42.4,Watchlist
ACC-000413,PossiblePage Account 0413,Software,1-10,Growth,Sales Rep #6,Paid Search,2025-06-28,2025-06-30,25101.68,23836.05,0.0504,False,1986.34,61.4,False,False,,True,True,1.0,0.6852,12,14,True,1,2,5.07,4.77,76.3,43.2,4.0,False,False,False,,18.7,Healthy
ACC-000414,PossiblePage Account 0414,Education,11-50,Starter,Sales Rep #3,Inbound Demo,2025-08-19,2025-09-09,4071.75,3907.69,0.0403,False,325.64,94.6,False,False,,True,True,12.0,1.0,32,22,False,2,2,11.46,4.33,86.7,61.8,4.5,False,False,False,,9.1,Healthy
ACC-000415,PossiblePage Account 0415,Nonprofit,11-50,Starter,Sales Rep #2,Inbound Demo,2025-01-17,2025-02-06,5397.01,4613.78,0.1451,False,384.48,50.0,True,True,AI page builder,True,False,42.0,0.3954,16,11,False,1,1,27.43,1.0,14.3,-44.8,1.8,False,False,True,Low product fit,51.4,Watchlist
ACC-000416,PossiblePage Account 0416,Software,11-50,Starter,Sales Rep #7,Paid Search,2025-12-25,2025-12-25,5072.23,4352.73,0.1419,False,362.73,29.5,True,False,,True,True,20.0,0.2248,6,6,False,3,4,15.44,3.04,35.1,-18.5,2.4,False,False,False,,45.6,Watchlist
ACC-000417,PossiblePage Account 0417,Professional Services,11-50,Scale,Sales Rep #2,Outbound,2025-04-30,2025-05-12,65612.95,56691.87,0.136,False,4724.32,71.4,False,False,,True,True,15.0,0.6755,18,12,True,0,0,,,81.8,43.3,4.3,False,False,False,,16.2,Healthy
ACC-000418,PossiblePage Account 0418,Real Estate,51-200,Growth,Sales Rep #3,Inbound Demo,2025-05-22,2025-06-06,9260.58,8836.26,0.0458,False,736.36,60.4,False,False,,True,True,23.0,0.7216,18,13,True,1,1,11.09,3.23,79.1,43.0,4.0,False,False,False,,19.3,Healthy
ACC-000419,PossiblePage Account 0419,Education,51-200,Starter,Sales Rep #10,Paid Search,2025-01-29,2025-02-16,4210.28,3699.65,0.1213,False,308.3,66.3,False,True,Beta checkout,True,True,17.0,0.5024,16,6,False,0,1,16.39,3.32,50.0,-2.5,3.2,False,False,False,,36.3,Watchlist
ACC-000420,PossiblePage Account 0420,Professional Services,1-10,Starter,Sales Rep #8,Inbound Demo,2025-11-10,2025-11-20,6182.47,5926.05,0.0415,False,493.84,70.9,False,False,,True,True,19.0,0.6436,20,5,False,0,0,,,74.0,45.2,4.2,False,False,False,,17.4,Healthy
ACC-000421,PossiblePage Account 0421,Financial Services,51-200,Starter,Sales Rep #2,Outbound,2025-07-17,2025-08-02,5640.87,4723.36,0.1627,False,393.61,36.7,True,False,,True,False,49.0,0.212,1,8,False,0,1,18.36,3.02,54.5,23.2,3.5,False,False,False,,34.2,Healthy
ACC-000422,PossiblePage Account 0422,Professional Services,201-1000,Scale,Sales Rep #3,Outbound,2025-11-25,2025-11-26,38699.96,33977.99,0.122,False,2831.5,56.3,False,False,,True,False,34.0,0.6748,38,18,False,2,2,13.77,4.3,78.6,35.8,3.6,False,False,False,,24.7,Healthy
ACC-000423,PossiblePage Account 0423,Healthcare,51-200,Starter,Sales Rep #8,Paid Search,2025-06-17,2025-06-17,5742.29,5013.34,0.1269,False,417.78,35.6,True,True,CRM sync,True,True,29.0,0.3208,2,11,False,1,1,20.82,2.05,22.0,-29.3,2.0,False,False,False,,53.2,Watchlist
ACC-000424,PossiblePage Account 0424,Nonprofit,51-200,Starter,Sales Rep #5,Paid Search,2025-01-14,2025-01-28,8736.24,7421.21,0.1505,False,618.43,45.6,True,False,,True,True,15.0,0.4691,21,7,False,1,1,18.89,2.67,38.7,-9.5,2.6,False,False,False,,33.9,Healthy
ACC-000425,PossiblePage Account 0425,Software,51-200,Growth,Sales Rep #4,Inbound Demo,2025-12-30,2026-01-21,9550.9,9307.33,0.0255,False,775.61,72.9,False,False,,True,True,23.0,0.6883,28,19,True,0,0,,,67.5,17.2,3.6,False,False,False,,18.2,Healthy
ACC-000426,PossiblePage Account 0426,Real Estate,11-50,Growth,Sales Rep #5,Outbound,2025-04-05,2025-05-03,17827.48,14054.36,0.2116,False,1171.2,49.5,True,True,Dynamic forms,True,False,36.0,0.0483,7,0,True,1,2,21.5,2.5,10.3,-65.7,1.2,True,True,True,Low product fit,69.6,Risky
ACC-000427,PossiblePage Account 0427,Real Estate,201-1000,Scale,Sales Rep #1,Outbound,2025-04-24,2025-05-08,54635.51,50917.34,0.0681,False,4243.11,79.9,False,False,,True,True,11.0,0.7316,30,21,True,2,3,5.65,4.16,75.9,45.0,4.2,False,False,False,,16.2,Healthy
ACC-000428,PossiblePage Account 0428,Real Estate,11-50,Starter,Sales Rep #3,Inbound Demo,2025-10-30,2025-11-06,8087.61,6908.78,0.1458,False,575.73,66.4,False,False,,True,True,22.0,0.7586,30,15,False,0,2,10.06,3.63,77.2,32.5,3.7,False,False,False,,16.0,Healthy
ACC-000429,PossiblePage Account 0429,Healthcare,1000+,Growth,Sales Rep #2,Paid Search,2025-05-28,2025-06-18,23946.75,20882.93,0.1279,False,1740.24,36.2,True,False,,True,True,22.0,0.4271,9,13,False,1,1,13.99,2.5,47.0,-6.2,3.1,False,False,False,,33.7,Healthy
ACC-000430,PossiblePage Account 0430,Hospitality,11-50,Scale,Sales Rep #3,Outbound,2025-09-02,2025-09-27,47468.87,42097.93,0.1131,False,3508.16,69.5,False,False,,True,True,10.0,0.5893,32,7,False,1,1,1.86,3.25,11.9,39.8,4.1,False,False,True,Switched vendor,21.8,Healthy
ACC-000431,PossiblePage Account 0431,Financial Services,51-200,Scale,Sales Rep #4,Paid Search,2025-04-20,2025-05-07,42074.48,41061.41,0.0241,False,3421.78,56.0,False,False,,True,True,6.0,0.6211,33,8,True,0,0,,,68.4,37.3,3.8,False,False,False,,22.1,Healthy
ACC-000432,PossiblePage Account 0432,Retail,11-50,Growth,Sales Rep #4,Paid Search,2025-01-01,2025-01-04,13030.55,10342.04,0.2063,False,861.84,81.7,False,True,Beta checkout,True,True,18.0,0.6022,19,13,True,1,3,14.09,3.4,49.0,1.3,3.4,False,False,False,,33.0,Healthy
ACC-000433,PossiblePage Account 0433,Financial Services,51-200,Growth,Sales Rep #1,Outbound,2025-10-31,2025-11-29,13860.96,12125.29,0.1252,False,1010.44,69.2,False,False,,True,True,5.0,0.5358,16,7,False,1,1,9.62,4.05,67.0,24.2,3.5,False,False,False,,22.3,Healthy
ACC-000434,PossiblePage Account 0434,Hospitality,11-50,Scale,Sales Rep #1,Inbound Demo,2025-03-21,2025-04-16,60924.25,52011.46,0.1463,False,4334.29,50.8,True,False,,True,True,20.0,0.2496,11,6,False,1,1,27.59,1.9,46.7,-7.7,3.0,False,False,False,,36.5,Watchlist
ACC-000435,PossiblePage Account 0435,Hospitality,51-200,Growth,Sales Rep #2,Outbound,2025-08-05,2025-08-23,14222.01,12606.34,0.1136,False,1050.53,91.2,False,False,,True,False,24.0,0.9918,28,19,False,0,0,,,91.1,63.7,4.6,False,False,False,,6.4,Healthy
ACC-000436,PossiblePage Account 0436,Manufacturing,11-50,Scale,Sales Rep #8,Partner,2025-02-14,2025-03-05,55590.32,51158.38,0.0797,False,4263.2,63.2,False,False,,True,True,7.0,0.5821,34,18,False,2,3,10.16,3.36,85.0,33.7,4.2,False,False,False,,22.5,Healthy
ACC-000437,PossiblePage Account 0437,Professional Services,11-50,Starter,Sales Rep #7,Partner,2025-04-10,2025-05-06,4885.69,4555.51,0.0676,False,379.63,78.9,False,False,,True,True,16.0,0.7178,19,12,False,0,1,21.66,3.0,71.7,35.7,4.0,False,False,False,,16.0,Healthy
ACC-000438,PossiblePage Account 0438,Software,51-200,Scale,Sales Rep #4,Partner,2025-07-15,2025-07-29,26739.58,24068.13,0.0999,False,2005.68,68.0,False,False,,True,True,6.0,0.6237,25,16,True,0,0,13.15,2.8,63.5,23.8,3.9,False,False,False,,18.8,Healthy
ACC-000439,PossiblePage Account 0439,Software,1000+,Starter,Sales Rep #3,Referral,2025-07-25,2025-08-01,2530.36,2400.1,0.0515,False,200.01,75.7,False,False,,False,False,,0.0,0,0,False,0,3,9.74,3.9,2.1,6.5,3.2,False,False,True,Budget cut,32.1,Healthy
ACC-000440,PossiblePage Account 0440,Real Estate,11-50,Starter,Sales Rep #1,Outbound,2025-11-01,2025-11-15,6526.23,5458.76,0.1636,False,454.9,72.9,False,False,,True,False,29.0,0.7773,7,19,False,0,0,,,83.1,52.0,4.4,False,False,False,,14.0,Healthy
ACC-000441,PossiblePage Account 0441,Healthcare,51-200,Growth,Sales Rep #6,Referral,2025-07-17,2025-08-10,19698.0,15867.25,0.1945,False,1322.27,91.1,False,False,,True,True,15.0,0.9357,29,14,False,0,1,12.23,3.3,94.5,56.2,4.5,False,False,False,,6.4,Healthy
ACC-000442,PossiblePage Account 0442,Retail,51-200,Starter,Sales Rep #4,Referral,2025-07-27,2025-08-19,5166.31,4679.6,0.0942,False,389.97,82.8,False,False,,True,True,19.0,0.7696,21,11,False,0,0,,,86.8,51.7,4.2,False,False,False,,12.6,Healthy
ACC-000443,PossiblePage Account 0443,Software,51-200,Scale,Sales Rep #9,Inbound Demo,2025-06-19,2025-06-25,34891.0,32975.98,0.0549,False,2748.0,89.5,False,False,,True,True,18.0,0.5925,22,10,False,0,0,14.3,3.98,5.5,-74.8,1.5,False,True,True,No internal adoption,36.8,Watchlist
ACC-000444,PossiblePage Account 0444,Hospitality,51-200,Growth,Sales Rep #4,Referral,2025-08-10,2025-08-25,12103.64,11046.81,0.0873,False,920.57,62.4,False,False,,True,True,20.0,0.5651,15,9,False,1,1,13.88,3.85,77.9,32.2,3.9,False,False,False,,22.3,Healthy
ACC-000445,PossiblePage Account 0445,Manufacturing,51-200,Starter,Sales Rep #3,Outbound,2025-11-26,2025-12-10,3307.67,2734.06,0.1734,False,227.84,40.2,True,False,,True,True,23.0,0.3996,12,8,False,0,1,13.55,2.45,43.6,-10.7,2.9,False,False,False,,31.7,Healthy
ACC-000446,PossiblePage Account 0446,Healthcare,1-10,Starter,Sales Rep #2,Referral,2025-05-14,2025-05-31,4197.74,3631.31,0.1349,False,302.61,38.4,True,False,,True,True,11.0,0.1995,4,6,False,0,3,17.13,3.44,52.5,-2.3,3.0,False,False,False,,35.2,Watchlist
